群組類別,主類別,名稱,名稱(英文),代表圖像,簡介,簡介(英文),類別,級別,郵遞區號,縣市,地址,經度,緯度,開放時間,開放時間(英文),休館日,休館日(英文),票價,票價(英文),聯絡人,聯絡人(英文),電話,傳真,email,FACEBOOK,網站,如何到達,如何到達(英文),公告日期,公告日期(英文),所屬主管機關,所屬主管機關(英文),來源網址,創建年代,創建年代(西元),作者,作者(英文),尺寸,尺寸(英文),材質,材質(英文),mainTypePK,點閱數
獨立書店,獨立書店,找。Show How書屋,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D10/E196/F105/fee90b17-8307-4c13-9c2e-17c85f1b7c7e.JPG,"生命過程裡，人們總不斷尋覓。 總是在尋找，某種空間、某個物件、某人、一點想法、某些感覺。在不同的時空裡，我們有著不同的尋找。接著，我們想邀約同好以及新朋友，再度開創一個更有趣的空間。
 
 找 ● Show How 有書、有偶遇、還有一些小物件",,,,,桃園市 中壢區,文化路36號,,,14:00-20:00,,,,,,,,03-4556119,,sh1010501@gmail.com,,,,,,,,,,,,,,,,,,5acca682aaa3936af3adc2f7,46
獨立書店,獨立書店,讀字書店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D15/E192/F934/ea685158-bfc1-4f44-95b9-6d61d0555cd4.jpg,賣書、說書與安坐的場域。也或許，所有與創作關聯的魔幻之謎都能因此深刻成為；而你有機會遇見更懂自己的那本書，讓生活裡的一切沿線索其來有自，找到前行的去處。,,,,,臺北市 大安區,台北市大安區和平東路一段104巷6號,121.542957,25.034544,週四至週一：14:00-22:00，週二、三公休,,,,,,,,(02)23696344,,duzubooks@gmail.com,,,,,,,,,,,,,,,,,,5ad335c8aaa31756bac6f0ac,81
獨立書店,獨立書店,河邊生活Liv'in Riverside,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D15/E193/F171/8ac72592-c4e1-4efa-8fc1-7b679290842e.jpg,【河邊生活】是一個推廣台灣文化的複合式平台。我們透過結合書店、藝廊與文化講座的方式，經由閱讀、舉辦工藝展覽和文化講座，創造都會居民與在地工藝、社區、部落產生連結與互動的場域。我們將生活工藝產品融入現代都會消費社會的生活脈絡中，讓生活在都市的人們可以從熟悉的日常生活體驗中，逐漸體察自身的生命經驗並感受工藝與文化內蘊的深刻感動。,,,,,臺北市 大安區,台北市大安區新生南路三段16-1號,121.542957,25.034544,週一~週日 14:00-20:00,,,,,,,,(02)2368-8825,,livinriverside@gmail.com,,,,,,,,,,,,,,,,,,5ad335f8aaa31756bac6f0ad,10
獨立書店,獨立書店,詩生活-詩人雜貨店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D17/E181/F96/dbb2b42d-dbad-459a-a469-c4819911a38e.jpg,"詩生活 poetry in life
 
 第一家以詩為主題元素的複合式生活空間
 
 【詩集※詩餐飲※詩商品※詩人選物】",,,,,臺北市 大同區,承德路二段75巷37號,121.510036,25.043204,周三至周一14:00-20:00，周二公休,,,,,,,,02-25581343,,,,,,,,,,,,,,,,,,,,5ad5c6c96e5ebe3cf7ec67bf,68
獨立書店,獨立書店,瑯嬛書屋,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D17/E186/F297/6abe03ea-2efc-441c-a4db-c8ec7502cf32.jpg,"推廣閱讀，提供社區一個文化資訊的流通處與心靈補給站；打造性別友善空間，促進社會歧視與偏見的消解。
 
 
 
 【交通方式--我們就在元智大學/興仁國小旁】
 
 ◆火車：內壢站下車，出站向右轉至中華路與興仁路，右轉興仁路，過自強國中直行榮民路約200公尺，看見自由聯盟超市，對面巷子進去就是瑯嬛書屋。
 
 
 
 ※也可於火車站的前站或後站，騎乘UBIKE約5分鐘就可抵達書店，可將腳踏車停至""""自強公園""""。(使用悠遊卡或一卡通租借UBIKE前30分鐘不用收費喔!!)
 
  
 
 ★公車：從桃園搭1路市公車，在內壢站(中華路)下車，步行約15分鐘。或從中壢搭156往華勛社區或155路公車往元智大學於""榮民路165巷""(站牌名稱)下車，自由聯盟超市對面巷子即可抵達書屋。
 
  
 
 ★自行開車者於內壢/大園交流道出口接省道中華路(台一線)左轉往內壢約2.5公里，再按路標指示左轉興仁路直行即可到達。附近有一處收費停車場(興仁親子公園步行約3分鐘)。",,,,,桃園市 中壢區,榮民路165巷6號,121.2054,24.97215,請查看臉書粉專,,,,,,,,03-4553623,,l.h.bookstore@gmail.com,,,,,,,,,,,,,,,,,,5ad5d37daaa31756bac6f0bc,33
獨立書店,獨立書店,見書店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D18/E113/F765/6c121621-20c5-465c-ad17-c955da1f3059.jpg,"Sea to See,To See the City.
 
 
 
 見書店Sea To See Bookafé想打造的是一個休憩的地方，對外來的人來說，這裡可以是挖掘基隆故事的沙灘，對微型創作家來說，這裡是激發靈感的礁石，對文化人來說，這裡會是思辨的浪花，最重要的是，對基隆人來說，這裡是心中停泊的港灣。
 
 
 
 藉由基隆這個海洋城市，我們決定以「海」作為中心去延伸。而我們所談的「海洋」不只是局限於以海作為背景或一定得有討海、遠洋經驗的書寫，也不會只重知性的自然寫作或生態的環保論述，而是那些蘊藏「海與岸」的符碼，呈現不同的海洋生活與文化觀點，同時激盪著基隆與海洋之間的文化浪花。",,,,,基隆市 仁愛區,基隆市仁愛區仁二路236號1樓,121.740067,25.132939,,,,,,,,,02-2428-1159,,seatoseebookafe@gmail.com,,,,,,,,,,,,,,,,,,5ad6bb9daaa31756bac6f0be,537
獨立書店,獨立書店,93巷人文空間,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D18/E154/F601/6e0f2a9e-ccdc-4222-994e-773a4c6e78cf.jpg,"遠見．天下文化事業群 專屬空間 / 學．書．食．飲．花
 
 
 
 一個不大的空間，有書、有咖啡、有知識份子進出、有人文氣息瀰漫、有進步觀念激盪，隱身於台北的一條小巷。
 
 
 
 松江路上的九十三巷，提供了一個可能。我們結合了精緻的書本、誘人的咖啡及點心，以及多姿多采的人文活動，提供一個可以靜思、閱讀、談話、以及學習的場所。
 
 
 
 期許著，更多有形和無形的人文空間，在更多城市，尤其是在人們的心靈裡，出現！",,,,,臺北市 中山區,松江路93巷2號,121.524686,25.072631,週一至週六 7:45-21:00 | 週日和國定假日 7:45-18:00 | 每月最後一個周日公休,,,,,,,,(02)2509-5085轉753、754,,encounter@cwgv.com.tw,,,,,,,遠見‧天下文化事業群,,,,,,,,,,,5ad6f64f6e5e99db95a6f95e,29
獨立書店,獨立書店,戲台書店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D19/E124/F835/c565403b-dac6-4d30-bc02-2480cd165f4a.jpg,"書店紅磚牆為兩廳院原本構造，也是劇場側台常見的紅磚牆面。
 
 劇場人常用的瑞克箱，搖身變成書店桌檯展櫃。 隨處可見的劇場花天帕燈，在書店轉換成檯燈。
 
 書店提供閱讀者隨處可坐下的閱讀椅，椅背椅面適用國家戲劇院拆卸下來的舞台地板奧勒岡松木。
 
 劇場人的書店，裡面有劇場人的專業書籍與培養創意視野的非專業書籍，打破傳統書籍分類模式，創新『人生劇場四大象限』分類法。 除了展售書之外，還有很多劇場人使用的各種萬用工具。",,,,,臺北市 中正區,台北市中山南路21-1號 國家戲劇院 愛國東路側,121.507818,25.039382,09:00-22:00,,,,,,,,02-23971920,,ask@theatercafe.tw,,,,,,,,,,,,,,,,,,5ad81d2a6e5e5b40140d06ab,28
獨立書店,獨立書店,微貳獨冊,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D19/E154/F44/6b16b55f-96f8-4a53-acf3-5519d3cad4ca.png,"文字圖像，是人們一直以來用來紀錄歷史點滴的媒介；書籍，這些圖文媒介的集結匯流。回想學生時候，智慧手機平板不普及的那些從前，大家手上翻閱著的是各樣式的，充滿著語文、哲理、故事及青春的書籍，豐富了多數人的當時。
 
 
 
 唯一獨二，讓人拾起書本的觸感。",,,,,臺北市 大安區,光復南路346巷56號,121.542957,25.034544,11:00～20:00，週二休息，其他依活動時間而定,,,,,,,,02-27769926,,orlando@waytoread.com.tw,,,,,,,,,,,,,,,,,,5ad846eeaaa3ead8068c6fa5,9
獨立書店,獨立書店,青鳥書店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D26/E173/F276/6a7eca27-f6c3-4837-8555-4ae2267fd8bf.jpg,"建一間屬於自由的書店
 
 不是為了獨立、不是為了隔絕，是為了自由；自由才可以追尋幸福，這是青鳥的本質。
 
 
 
 在二元框架的世界裡，獨立像是一種相對於不獨立，主流與非主流的論述，自由的基礎若能在框限中跳躍著，掙脫既定思考，讓書店能自在產生獨立、連鎖、複製、風格、媒體的未來想像。",,,,,臺北市,台北市中正區八德路一段一號,121.559834,25.091075,一-日 10:00-21:00,,,,,,,,(02)2341-8865,,bleubook2016@gmail.com,,,,,,,,,,,,,,,,,,5ae19a776e5e5b40140d06f5,12
獨立書店,獨立書店,天河書屋,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D27/E182/F219/1e384bc9-3498-473e-b527-ba1ae7e263b9.jpg,"在校園中的獨立書店
 
  人類的第一次閱讀，是從仰望夜空開始。
 
 
 
 當脊柱演化到足以支撐起碩大的頭部，我們於夜空舉目向上，那眨閃羅布的亮點，如此迥異於白日所慣習的山川草木等日常。「那是什麼呢？」我們看得出神，不自覺的開始尋找星星排列移動的意義與規則，同時感覺寧靜、神祕而美麗，漫漫長夜也不再難熬。
 
 仰望夜空，面對宇宙，思索自己的所來將去，是亙古的人權。於是人類開始發問，開始有了文明，文明成字、然後成書。
 
 雖然大家都說，我們再也不閱讀了，但那跟不再觀星一樣，只是被屋頂屏蔽久了，忘了。
 
 
 
 或許在某個受到感召的夜晚，或許有機會遠離了城市，或許只是停了電，我們走回夜空之下，抬頭一望，連複習都不用，一切感覺瞬間回歸，星星就在那裡。",,,,,桃園市 中壢區,遠東路135號(元智大學 學生活動中心),121.2054,24.97215,,,,,,,,,03-2850583,,milkywaybooks583@gmail.com,,,,,,,,,,,,,,,,,,5ae2f9036e5e5b40140d06fe,6
獨立書店,獨立書店,知文創藝書坊,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D28/E113/F492/f4b29855-007c-4a2a-be09-7db3a8312fd5.jpg,被稱為『找回愛情的書店』，位於鹿港國中旁的『知文堂創藝書坊』，是以創作型態分享的獨立文創書店。店主夫妻王凱鶴與尤秋玲分別為藝術與文字創作者，30年前同為鹿港國中同學，30年後攜手在母校旁設立知文堂，希望結合藝術創作與生活和大家分享。,,,,,彰化縣 福興鄉,彰化縣福興鄉橋頭村復興路112巷3號(鹿港國中旁),,,週三-週五上午10點半到晚上6點。週六週日上午10點半到晚上8點,,,,,,,,04-7786468,,zwt588@gmail.com,,,,,,,文化局,,,,,,,,,,,5ae3eb156e5e5b40140d0700,5
獨立書店,獨立書店,有此藝說,,,,,,,,彰化縣 花壇鄉,花秀路12號一樓,120.56245,24.028845,週四、五、六、日、一,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ae81cb0aaa3ead8068c6fe9,7
獨立書店,獨立書店,燦爛時光東南亞主題書店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D8/E161/F792/2817b9ea-0e2a-4366-a452-861081714eaa.jpg,"新北市中和區的南勢角，是緬甸華人在台灣的聚集區，也是「燦爛時光東南亞主題書店」的所在地。不過，「燦爛時光」不只希望與緬甸族群、東南亞移民工交朋友，也希望接觸所有的異鄉人、本地人。希望異鄉人能在翻閱母語書時眼睛一亮，也希望本地人在這裡發現世界的多元與美妙，找到自己的燦爛時光。
 
 
 
 成立於2015年潑水節的「燦爛時光」，有東南亞各國文字的書籍、文物、手工藝品，也有中文、英文的東南亞主題書籍。二樓的木地板空間，展覽東南亞移民工的畫作、舉辦東南亞講座、放映非主流紀錄片。三樓的教室，則是東南亞語言的交流場所。
 
 
 
 「燦爛時光」的書籍來源和流通方式都很不一樣。這些書來自「帶一本自己看不懂的書回台灣」的運動，由善心人士捐贈。如果你要把這些書帶回家，必須「原價借出（不打折）」，但是還書時，則可領回原價。為了讓同一本書的前後讀者透過書籍交流，感受彼此的溫度，「燦爛時光」也鼓勵讀者在書本上畫線畫記號、寫眉批寫心得。而為了讓更多異鄉人有機會看書，2016年起的每個星期天下午一點到五點，我們也在台北車站大廳F24柱子旁提供借閱服務。
 
 
 
 「燦爛時光」這個名字，來自天下雜誌替已故學者成露茜所出版的傳記《燦爛時光：Lucie的人生探索》。Lucie一生大開大闔、勇於探索，無論身在何處，都能找到燦爛時光。畢竟，真正燦爛的不是陽光、不是星光，而是善良又好奇的靈魂。",,,,,新北市,新北市中和區興南路一段一三五巷一號,121.417046,25.140605,2:00 pm~ 9:00 pm,,,,,,,,02-29435012,,readingmakesmefree@gmail.com,,,,,,,,,,,,,,,,,,5af15d196e5ee2030723d874,6
獨立書店,獨立書店,SEAMi 望見書間,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D9/E172/F95/868bc80e-182f-495a-afa3-0fbab841ee4d.jpg,"「望見書間」(SEAMi, SouthEastAsian Migrant Inspired)是一間有別於模仿歐美日的藝文書店。我們以「分享」、「相互理解」與「多元美學」等三個理念，來打造一個文創平台。在這個品牌概念下創造一個友善移民工的藝文空間，提供「分享式書店服務」、「社群媒體近用服務」和「個人出版服務」等。
 
 
 
 這不只是一間書店，更是一個在台灣落實的文化行動，讓多元、平等、想像力都能散溢到台灣每個角落。
 
 
 
 
 
 圖片擷取自政大之聲實習廣播電台網站
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月9日。",,,,,桃園市 桃園區,桃園市桃園區延平路17號2樓,121.298601,25.017472,週二至週日：13:00-21:00,,,,,,,,0933 197 171,,mi@seami.asia,,,,,,,,,,,,,,,,,,5af2bd176e5ee2030723d876,13
獨立書店,獨立書店,Mangasick,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D9/E174/F454/7c29f263-8923-47c9-878a-d34a5c41f25d.JPG,"Mangasick是2013年於台灣台北市公館開業的次文化漫畫書店，提供書籍內閱服務，亦販售精選的漫畫、zine及其周邊，接受少量代訂。
 
 內閱區的中文／中譯漫畫藏書以青年漫畫為主；日語原文漫畫藏書囊括1960至2010年代各類型非主流作品，包括漫畫、畫冊、雜誌、zine、評論書。販售區可購得台、日、中、港四地的另類漫畫、zine、週邊商品。引進日文刊物之餘，我們也開始將台灣的作品引介給日本次文化書店。
 
 2015年8月起增設展覽空間，每月舉辦展覽。不定期以Mangasick名義推出台日兩地創作者的出版品。
 
 
 
 圖片擷取自Mangasick官方部落格
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月9日。",,,,,臺北市 中正區,台北市中正區羅斯福路三段244巷10弄2號B1,121.507818,25.039382,週四至週一：14:00-22:00，每週二、三公休（詳細營業時間請依店家公告為主）,,,,,,,,(02)2369 9969,,mangasickmanga@gmail.com,,,,,,,,,,,,,,,,,,5af2c0a8aaa3c6afbbf0bba8,4
獨立書店,獨立書店,閱樂書店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D13/E154/F675/22ba6ffd-39ac-4a41-ba0a-9fbdb869c35d.jpg,"閱樂書店是這座城市最奇幻的書店。建於1954年，原為松山菸場內位於製菸工廠南側的育嬰室，代表了早期工業時代重視員工福利的精神，是戰後臺灣省政府財政廳公賣局時期的作品，因營造的承商、材料等體系傳承，建築沿用日本風格。2001年被登錄為歷史建築，2004年為配合大巨蛋興建，育嬰室建築被解體後遷至目前的生態池畔復建。2013年成為夢田文創的戲劇《巷弄裡的那家書店》的主場景「閱樂書店」，並於拍攝後實地營運。2016年，閱樂邀請到文化人張鐵志擔任總顧問，重新開幕。現在這裡是書店、咖啡館，也是藝文展演空間，一個孕育思想與創作的場所，a birthplace of ideas。
 
 
 
 圖片擷取自閱樂書店臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月13日。",,,,,臺北市 松山區,台北市信義區光復南路133號（松菸文創園區內）,121.544833,25.048305,09:00-21:00,,,,,,,,(02)27491527,,yueyue.service@gmail.com,,,,,,,,,,,,,,,,,,5af7ec9eaaa3c6afbbf0bbb0,7
獨立書店,獨立書店,紀州庵文學森林 文創書店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D13/E164/F91/b247e801-edfb-41d4-94d5-428fcee6730d.jpg,"由位居城南的紀州庵輻射出去，涵括鄰近的同安街、廈門街、金門街、牯嶺街，遠至師大與臺大學區，是臺灣戰後文學發展史上舉足輕重的場域。包括《臺灣新生報》「橋」副刊、藍星詩社、《文學雜誌》、《現代文學》等媒體刊物；中國文藝協會等藝文機構；洪範、爾雅、遠流等出版社，曾以此為據點。作家王文興、余光中、林海音、林良等人曾駐居於城南這一帶。2011年，臺北市政府文化局因城南豐厚的文學歷史，寄予「紀州庵」成為臺北市第一個以文學為主題的藝文空間，在古蹟旁建立之新館，自6月起，委託專業文學團隊──財團法人台灣文學發展基金會經營，以「紀州庵文學森林」為名，進行各式文學的展演與推廣活動，2011年12月24日正式開館。
 
 文創書店讓文學的多種可能性在此發生，這個小舖子容納了文學書籍與文創商品，是可以彼此共享創意的複合式文創書店。文學書籍配合展覽，以主題式呈現。兼售獨立出版之各類書籍與相關作品。文創商品以各式文學與親子相關文創設計為主。
 
 
 
 圖片擷取自紀州庵文學森林臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月13日。",,,,,臺北市 中正區,台北市中正區同安街107號,121.507818,25.039382,週二至四、週日：10:00-18:00。週五、六：10:00-21:00,,,,,,,,(02)23687577,,service@kishuan.org.tw,,,,,,,,,,,,,,,,,,5af7f9856e5ee2030723d882,3
獨立書店,獨立書店,朋丁 pon ding,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D13/E171/F382/77220325-ab93-4f11-b3d5-4f5dac7b3458.jpg,"一個由台灣、印尼，日本三個朋友共同透過編輯概念、與各路人馬合作，出產各式形體與物件的計畫空間。
 
 
 
 圖片擷取自朋丁 pon ding臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月13日。",,,,,臺北市 中山區,台北市中山區中山北路一段53巷6號,121.524686,25.072631,11:00 - 20:00（每月最後一個星期一公休）,,,,,,,,(02)25377281,,hello@pon-ding.com,,,,,,,,,,,,,,,,,,5af801c46e5ee2030723d887,7
獨立書店,獨立書店,流浪ing旅遊書店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D13/E184/F443/f9507046-9ff5-4063-bd3f-0c24e4fb4009.jpg,"流浪ing是一間以旅遊為主題的書店，各式各樣的旅遊書籍，分門別類地放置在書櫃上每一個適當的空間裡。在這裡，即將要去旅行的人，可以找到相關的書籍，來做行前規劃；旅行結束回來的人，可以在書名熟悉的書籍裡，和回憶產生共鳴；無法實地去旅行的人，可以在嚮往國家的書籍裡，藉由閱讀來精神遊歷。流浪ing
 
 不只是一間書店，更是一個聚會分享的好地方。每個週休二日，或是平日特定的時間，這裡都會舉辦「旅遊分享會」。讓已經把旅遊當成信仰的旅人，不論是在一段長時間裡，遊走在不同國家與城市間的「歇遊」；或是到一個國家的某個地方check in 長住，盡情融入和體驗當地文化和生活的「住遊」；還是在一個異國城市裡找個暫時的家，並以此為據點短暫而深入去探索和瞭解這座城市的「居遊」，都可以將自己的旅遊經驗，分享給對旅遊有興趣的每個人。
 
 
 
 圖片擷取自臺北旅遊網
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月13日。",,,,,臺北市 大安區,台北市大安區溫州街74巷3弄2號1樓,121.542957,25.034544,週二至週日13:00 - 21:00,,,,,,,,(02)23622378,,nomading2013@gmail.com,,,,,,,,,,,,,,,,,,5af815a6aaa3c6afbbf0bbb9,7
獨立書店,獨立書店,水石有機書店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D14/E132/F5/49252192-5bd9-4d9d-88d9-9c5cf1e6a0d2.jpg,"透過『書本』的內容作為旅行的元素，導引旅客能透過書本挖掘並認識自己在旅行的故事，並透過旅行文學將故事與體驗心得結合，打造一個複合式旅行文學書店。
 
 書店以交換書方式經營，並提供免費的閱讀。二樓則提供背包客住宿。
 
 
 
 
 
 圖片擷取自水石有機書店臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月14日。",,,,,新竹縣 新埔鎮,新竹縣新埔鎮上樟樹路一段162號,121.036341,24.844961,08:00-17:00,,,,,,,,0921-743-789,,benlutw762402@gmail.com,,,,,,,,,,,,,,,,,,5af91b51aaa3c6afbbf0bbbc,8
獨立書店,獨立書店,寄風冊店,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D14/E134/F484/eff24731-6b6f-4697-93cd-e50c3b37e5cb.jpg,"位於台中清水眷村文化園區內的「寄風冊店」不同於一般商業型書店，也非時下熱門的獨立書店，主要是希望推動眷村文化保存，以展示海線文史資料、旅遊、文學等相關書籍，成為民眾了解「臺中清水眷村文化園區」的平台，並在活化的園區空間內進行紀錄影片播放、藝術家進駐及引進地方社團自發性的參與。因此「寄風冊店」是個不斷成長的動態空間，不僅是提供外來遊客一個認識在地生活的小書店，也將成為當地住民休憩交流的空間。
 
 
 
 
 
 圖片擷取自清水_寄風冊店臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月14日。",,,,,新竹縣 新埔鎮,台中市清水區中社路54號,121.036341,24.844961,08:00-17:00,,,,,,,,(04)23011382,,junyanlin30@gmail.com,,,,,,,,,,,,,,,,,,5af92108aaa3c6afbbf0bbbe,2
獨立書店,獨立書店,佔空間 Artqpie Library．本冊圖書館,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D14/E135/F990/cdef37dd-e507-499e-9a88-224b79a5ad94.jpg,"位於台中的佔空間ArtQpie成立於2009年，專注於策展、出版及空間企劃等工作，以台灣常見的佔位（occupy）為本，讓閒置的舊空間再次利用，進而提供友善的展覽與閱讀空間，同時也讓藝術走入生活與日常。
 
 
 
 
 
 圖片擷取自ArtQpie網站
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月14日。",,,,,臺中市 西區,台中市西區中美街135號,120.664047,24.150957,週三至週五 16:00-20:00，週六15:00-20:00，週日15:00-18:00,,,,,,,,0982-723-359,,ajnasaka@gmail.com,,,,,,,,,,,,,,,,,,5af925546e5ee2030723d88c,6
獨立書店,獨立書店,給孤獨者書店 Anathapindika Books,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D14/E141/F976/4c8ffab7-33b5-4204-aebf-6781b8b9fd2d.jpg,"給孤獨者書店位於台中審計新村，後排房屋的二樓轉角。書店空間主要提供二手書籍，以及自家製的點心與飲料。偶有沙龍聚會、活動與講演，亦提供展覽及攝影空間租借。2018年初，二手唱片行 @review reviews 亦進駐書店，歡迎臉書搜尋。
 
 書店提供閱讀場域與食糧，願能像枚友善邀請，期盼我們飢餓的身體與靈魂獲得滿足，醞釀更多的力量，前往更遙遠的岸。
 
 
 
 圖片擷取自給孤獨者書店 Anathapindika Books臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月14日。",,,,,臺中市 西區,台中市西區民生路368巷4弄2號2樓（在4弄8號的樓上）,120.664047,24.150957,週三至週一 12:00-18:00,,,,,,,,,,anathapindikabook@gmail.com,,,,,,,,,,,,,,,,,,5af92a0caaa3c6afbbf0bbbf,3
獨立書店,獨立書店,樹合苑,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D14/E144/F556/c5d81cc8-2410-4767-bcda-f2249a327015.jpg,"樹合苑是一個舊屋綠改造的空間，一個生產者與消費者相遇的場域，一個「生活」的地方…
 
 樹合苑內的「樹池書坡」裡，不止有書，還有細活巧思的創意，我們的書不是向書商購買，也不是二手書；我們向「友善書業合作社」購書，同時合樸社群的朋友們，推薦自己最喜歡的書，而每一本書都有一個QR Code，掃描進去就會發現驚喜。
 
 在樹池書坡，我們不只有紙本的書，我們還規劃了「真人書」、「星期五書聯」等活動，只要是加入細活村民都可以「借人」，一起來參與社群活動。
 
 
 
 圖片擷取自樹合苑臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月14日。",,,,,臺中市 北區,台中市北區中清路一段101號,120.666303,24.156164,週三至週日10:00-18:00,,,,,,,,(04)22025600,,coffeetribe.hope@gmail.com,,,,,,,,,,,,,,,,,,5af93087aaa3c6afbbf0bbc0,5
獨立書店,獨立書店,熊與貓咖啡書房,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D14/E155/F517/a64c79a2-dfcf-4991-86e0-1dfcc166422c.jpg,"台中城南，霧峰的人文客廳，旅人的歇腳驛站，溫馨舒服的好所在，可以各自擁有一小方天地的共同工作空間。歡迎各方朋友來走逛書店，索取在地藝文資訊，也歡迎點杯飲料上2F圖書室找個自在的閱讀角落，待一個下午。
 
 熊與貓以在地文藝復興為己任，策辦各種活動之餘，經營一家藝文小書店，新書及簽名書不二價，持續蒐羅簽名版好書，壯大書櫃中。
 
 
 
 圖片擷取自熊與貓咖啡書房臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月14日。",,,,,臺中市 霧峰區(霧峰鄉),台中市霧峰區蘭生街43號1樓,120.73499,24.044294,週六、週日13:00-19:00,,,,,,,,(04)23304049,,dechun@ms36.hinet.net,,,,,,,,,,,,,,,,,,5af93ffdaaa3c6afbbf0bbc3,5
獨立書店,獨立書店,自己的房間,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D15/E172/F378/045ae1a7-0447-4227-af92-cd28b8e82b6b.jpg,"自己的房間是全台中第一家性別主題書店，在2009年進駐忠信市場，長期透過書籍、座談及表演等，為性邊緣身份者及性別議題進行戰鬥。它包羅了來自各個性別族群的客人和資源，不管是來看書或者聊天、交朋友、參加活動，談論時事議題等等，提供一個讓人們靜下來思考、交流的生活空間。
 
 
 
 圖片擷取自生命力新聞
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月15日。",,,,,臺中市 西區,台中市西區五權西路一段71巷3弄1號,120.664047,24.150957,不定期開放，開放時間將於臉書粉絲專頁進行公告,,,,,,,,(04)23755031,,room@thusbook.com.tw,,,,,,,,,,,,,,,,,,5afaa60faaa3c6afbbf0bbc9,4
獨立書店,獨立書店,山里好巷,,http://cloud.culture.tw/e_new_upload/cms/image/A0/B0/C0/D15/E173/F460/063eff6e-719b-410f-a65f-6f10fa8639c8.jpg,"守護好空氣的書店，關心環境、永續議題。
 
 在埔里，每條街的端景幾乎都是山。
 
 在山里好巷，我們一起重建與自然、萬物、社會的和諧關係。
 
 
 
 
 
 圖片擷取自山里好巷臉書粉絲專頁
 
 
 
 本資料由文化部委託台灣閱讀推進協會建構，建立日期為107年5月15日。",,,,,南投縣 埔里鎮,南投縣埔里鎮中山路二段412號,120.959637,23.98577,週二至週六10:00-19:00,,,,,,,,(04)92982696,,alleypuli@gmail.com,,,,,,,,,,,,,,,,,,5afaa8e76e5ee2030723d88d,2
